0.00000000000000e+00 -4.46691295064028e-17 -4.46691295064028e-17 -4.46691295064028e-17 -4.46691295064028e-17 -4.46691295064028e-17 -4.46691295064028e-17 -4.46691295064028e-17 -4.46691295064028e-17 -4.46691295064028e-17 -4.46691295064028e-17 -4.44522890719057e-17 -4.40186082029115e-17 -4.35849273339173e-17 -4.33680868994202e-17 -4.29344060304260e-17 -4.25007251614318e-17 -4.22838847269347e-17 -4.18502038579405e-17 -4.14165229889463e-17 -4.11996825544492e-17 -4.07660016854550e-17 -4.03323208164608e-17 -4.01154803819637e-17 -3.96817995129695e-17 -3.92481186439753e-17 -3.90312782094782e-17 -3.85975973404840e-17 -3.81639164714898e-17 -3.79470760369927e-17 -3.75133951679985e-17 -3.70797142990043e-17 -3.68628738645072e-17 -3.64291929955129e-17 -3.59955121265187e-17 -3.57786716920216e-17 -3.53449908230274e-17 -3.49113099540332e-17 -3.46944695195361e-17 -3.42607886505419e-17 -3.38271077815477e-17 -3.36102673470506e-17 -3.31765864780564e-17 -3.27429056090622e-17 -3.25260651745651e-17 -3.20923843055709e-17 -3.14418630020796e-17 -3.10081821330854e-17 -3.03576608295941e-17 -2.99239799605999e-17 -2.92734586571086e-17 -2.88397777881144e-17 -2.81892564846231e-17 -2.77555756156289e-17 -2.71050543121376e-17 -2.66713734431434e-17 -2.60208521396521e-17 -2.55871712706579e-17 -2.49366499671666e-17 -2.45029690981724e-17 -2.38524477946811e-17 -2.34187669256869e-17 -2.27682456221956e-17 -2.23345647532014e-17 -2.16840434497101e-17 -2.12503625807159e-17 -2.05998412772246e-17 -2.01661604082304e-17 -1.95156391047391e-17 -1.90819582357449e-17 -1.84314369322536e-17 -1.79977560632594e-17 -1.73472347597681e-17 -1.69135538907739e-17 -1.62630325872826e-17 -1.58293517182884e-17 -1.51788304147971e-17 -1.47451495458029e-17 -1.40946282423116e-17 -1.36609473733174e-17 -1.30104260698261e-17 -1.25767452008319e-17 -1.19262238973405e-17 -1.14925430283463e-17 -1.08420217248550e-17 -1.04083408558608e-17 -9.75781955236954e-18 -9.32413868337534e-18 -8.67361737988404e-18 -8.23993651088983e-18 -7.58941520739853e-18 -6.93889390390723e-18 -6.07153216591882e-18 -5.42101086242752e-18 -4.77048955893622e-18 -3.90312782094782e-18 -3.25260651745651e-18 -2.60208521396521e-18 -1.73472347597681e-18 -8.67361737988404e-19 0.00000000000000e+00 
1.00000000000000e-01 5.51503921122917e-20 5.04221533852224e-04 9.98234881308650e-04 1.48203499814465e-03 1.95561694200667e-03 2.41897587261407e-03 2.87210705195677e-03 3.31500584448880e-03 3.74766771731762e-03 4.17008824038930e-03 4.58226308666952e-03 4.98418803232031e-03 5.37585895687269e-03 5.75727184339497e-03 6.12842277865699e-03 6.48930795328996e-03 6.83992366194221e-03 7.18026630343061e-03 7.51033238088779e-03 7.83011850190506e-03 8.13962137867113e-03 8.43883782810650e-03 8.72776477199361e-03 9.00639923710271e-03 9.27473835531340e-03 9.53277936373197e-03 9.78051960480435e-03 1.00179565264248e-02 1.02450876820402e-02 1.04619107307504e-02 1.06684234374036e-02 1.08646236726879e-02 1.10505094132187e-02 1.12260787416208e-02 1.13913298466076e-02 1.15462610230547e-02 1.16908706720697e-02 1.18251573010580e-02 1.19491195237832e-02 1.20627560604244e-02 1.21660657376284e-02 1.22590474885576e-02 1.23417003529336e-02 1.24140234770767e-02 1.24760161139408e-02 1.25276776231439e-02 1.25690074709941e-02 1.26000052305118e-02 1.26206705814471e-02 1.26310033102927e-02 1.26310033102927e-02 1.26206705814471e-02 1.26000052305118e-02 1.25690074709941e-02 1.25276776231439e-02 1.24760161139408e-02 1.24140234770767e-02 1.23417003529336e-02 1.22590474885576e-02 1.21660657376284e-02 1.20627560604244e-02 1.19491195237832e-02 1.18251573010580e-02 1.16908706720697e-02 1.15462610230547e-02 1.13913298466076e-02 1.12260787416208e-02 1.10505094132187e-02 1.08646236726879e-02 1.06684234374036e-02 1.04619107307504e-02 1.02450876820402e-02 1.00179565264248e-02 9.78051960480434e-03 9.53277936373196e-03 9.27473835531339e-03 9.00639923710269e-03 8.72776477199360e-03 8.43883782810649e-03 8.13962137867112e-03 7.83011850190505e-03 7.51033238088777e-03 7.18026630343060e-03 6.83992366194220e-03 6.48930795328995e-03 6.12842277865698e-03 5.75727184339496e-03 5.37585895687268e-03 4.98418803232030e-03 4.58226308666951e-03 4.17008824038929e-03 3.74766771731761e-03 3.31500584448879e-03 2.87210705195677e-03 2.41897587261407e-03 1.95561694200667e-03 1.48203499814465e-03 9.98234881308648e-04 5.04221533852223e-04 0.00000000000000e+00 
2.37899833079068e-01 -7.48919963312209e-22 1.21408133271860e-03 2.40386016179955e-03 3.56930755548264e-03 4.71039514036467e-03 5.82709510415833e-03 6.91938019839701e-03 7.98722374108529e-03 9.03059961929494e-03 1.00494822917059e-02 1.10438467910924e-02 1.20136687267531e-02 1.29589242868862e-02 1.38795902409083e-02 1.47756439417166e-02 1.56470633278959e-02 1.64938269258671e-02 1.73159138519807e-02 1.81133038145517e-02 1.88859771158374e-02 1.96339146539583e-02 2.03570979247606e-02 2.10555090236203e-02 2.17291306471900e-02 2.23779460950865e-02 2.30019392715204e-02 2.36010946868662e-02 2.41753974591741e-02 2.47248333156225e-02 2.52493885939108e-02 2.57490502435933e-02 2.62238058273530e-02 2.66736435222165e-02 2.70985521207077e-02 2.74985210319427e-02 2.78735402826641e-02 2.82236005182150e-02 2.85486930034526e-02 2.88488096236017e-02 2.91239428850472e-02 2.93740859160666e-02 2.95992324675008e-02 2.97993769133651e-02 2.99745142513986e-02 3.01246401035534e-02 3.02497507164220e-02 3.03498429616043e-02 3.04249143360133e-02 3.04749629621196e-02 3.04999875881351e-02 3.04999875881351e-02 3.04749629621196e-02 3.04249143360133e-02 3.03498429616043e-02 3.02497507164220e-02 3.01246401035534e-02 2.99745142513986e-02 2.97993769133651e-02 2.95992324675008e-02 2.93740859160666e-02 2.91239428850472e-02 2.88488096236017e-02 2.85486930034526e-02 2.82236005182150e-02 2.78735402826641e-02 2.74985210319427e-02 2.70985521207077e-02 2.66736435222165e-02 2.62238058273530e-02 2.57490502435933e-02 2.52493885939108e-02 2.47248333156225e-02 2.41753974591741e-02 2.36010946868662e-02 2.30019392715204e-02 2.23779460950865e-02 2.17291306471900e-02 2.10555090236203e-02 2.03570979247606e-02 1.96339146539583e-02 1.88859771158374e-02 1.81133038145517e-02 1.73159138519808e-02 1.64938269258671e-02 1.56470633278959e-02 1.47756439417167e-02 1.38795902409083e-02 1.29589242868863e-02 1.20136687267531e-02 1.10438467910924e-02 1.00494822917059e-02 9.03059961929495e-03 7.98722374108530e-03 6.91938019839702e-03 5.82709510415834e-03 4.71039514036467e-03 3.56930755548264e-03 2.40386016179956e-03 1.21408133271860e-03 0.00000000000000e+00 
4.26473315700064e-01 9.22614652744140e-21 2.21397197745544e-03 4.38433426601791e-03 6.51099211464272e-03 8.59385248151463e-03 1.06328240502855e-02 1.26278172460169e-02 1.45787442508246e-02 1.64855190192215e-02 1.83480572931569e-02 2.01662766167480e-02 2.19400963507018e-02 2.36694376864239e-02 2.53542236598114e-02 2.69943791647282e-02 2.85898309661583e-02 3.01405077130360e-02 3.16463399507499e-02 3.31072601333178e-02 3.45232026352314e-02 3.58941037629663e-02 3.72199017661573e-02 3.85005368484351e-02 3.97359511779233e-02 4.09260888973926e-02 4.20708961340711e-02 4.31703210091085e-02 4.42243136466913e-02 4.52328261828089e-02 4.61958127736675e-02 4.71132296037505e-02 4.79850348935239e-02 4.88111889067849e-02 4.95916539576527e-02 5.03263944171992e-02 5.10153767197192e-02 5.16585693686382e-02 5.22559429420568e-02 5.28074700979310e-02 5.33131255788861e-02 5.37728862166649e-02 5.41867309362078e-02 5.45546407593652e-02 5.48765988082404e-02 5.51525903081627e-02 5.53826025902907e-02 5.55666250938443e-02 5.57046493679654e-02 5.57966690732071e-02 5.58426799826507e-02 5.58426799826507e-02 5.57966690732071e-02 5.57046493679654e-02 5.55666250938443e-02 5.53826025902907e-02 5.51525903081627e-02 5.48765988082404e-02 5.45546407593652e-02 5.41867309362078e-02 5.37728862166649e-02 5.33131255788861e-02 5.28074700979310e-02 5.22559429420568e-02 5.16585693686382e-02 5.10153767197192e-02 5.03263944171992e-02 4.95916539576527e-02 4.88111889067849e-02 4.79850348935239e-02 4.71132296037505e-02 4.61958127736675e-02 4.52328261828089e-02 4.42243136466913e-02 4.31703210091085e-02 4.20708961340711e-02 4.09260888973926e-02 3.97359511779233e-02 3.85005368484351e-02 3.72199017661573e-02 3.58941037629663e-02 3.45232026352314e-02 3.31072601333178e-02 3.16463399507499e-02 3.01405077130360e-02 2.85898309661583e-02 2.69943791647282e-02 2.53542236598114e-02 2.36694376864239e-02 2.19400963507018e-02 2.01662766167480e-02 1.83480572931569e-02 1.64855190192215e-02 1.45787442508246e-02 1.26278172460169e-02 1.06328240502855e-02 8.59385248151463e-03 6.51099211464273e-03 4.38433426601791e-03 2.21397197745544e-03 0.00000000000000e+00 
6.81132098007902e-01 1.11703304950739e-20 3.62314728101918e-03 7.17654612715726e-03 1.06599482574999e-02 1.40731094305232e-02 1.74157895122939e-02 2.06877525435637e-02 2.38887668057400e-02 2.70186048857099e-02 3.00770437394985e-02 3.30638647547425e-02 3.59788538119584e-02 3.88218013445861e-02 4.15925023977905e-02 4.42907566860006e-02 4.69163686491695e-02 4.94691475077362e-02 5.19489073162734e-02 5.43554670158018e-02 5.66886504847565e-02 5.89482865885879e-02 6.11342092279812e-02 6.32462573856798e-02 6.52842751718957e-02 6.72481118682949e-02 6.91376219705407e-02 7.09526652293831e-02 7.26931066902801e-02 7.43588167315377e-02 7.59496711009567e-02 7.74655509509746e-02 7.89063428722895e-02 8.02719389259568e-02 8.15622366739473e-02 8.27771392081563e-02 8.39165551778549e-02 8.49803988155735e-02 8.59685899614101e-02 8.68810540857545e-02 8.77177223104207e-02 8.84785314281814e-02 8.91634239206973e-02 8.97723479748357e-02 9.03052574973723e-02 9.07621121280727e-02 9.11428772511472e-02 9.14475240050776e-02 9.16760292908097e-02 9.18283757783119e-02 9.19045519114955e-02 9.19045519114955e-02 9.18283757783119e-02 9.16760292908097e-02 9.14475240050776e-02 9.11428772511472e-02 9.07621121280726e-02 9.03052574973723e-02 8.97723479748357e-02 8.91634239206973e-02 8.84785314281814e-02 8.77177223104207e-02 8.68810540857545e-02 8.59685899614101e-02 8.49803988155735e-02 8.39165551778549e-02 8.27771392081563e-02 8.15622366739473e-02 8.02719389259568e-02 7.89063428722894e-02 7.74655509509746e-02 7.59496711009567e-02 7.43588167315377e-02 7.26931066902801e-02 7.09526652293831e-02 6.91376219705407e-02 6.72481118682949e-02 6.52842751718957e-02 6.32462573856798e-02 6.11342092279812e-02 5.89482865885878e-02 5.66886504847564e-02 5.43554670158018e-02 5.19489073162734e-02 4.94691475077362e-02 4.69163686491695e-02 4.42907566860006e-02 4.15925023977905e-02 3.88218013445861e-02 3.59788538119584e-02 3.30638647547425e-02 3.00770437394985e-02 2.70186048857099e-02 2.38887668057400e-02 2.06877525435637e-02 1.74157895122938e-02 1.40731094305232e-02 1.06599482574999e-02 7.17654612715725e-03 3.62314728101917e-03 0.00000000000000e+00 
1.01853394361539e+00 3.40495912750876e-20 5.60968221710319e-03 1.11148584022251e-02 1.65149516667272e-02 2.18093930757524e-02 2.69976218864114e-02 3.20790857827758e-02 3.70532411075704e-02 4.19195530904587e-02 4.66774960728179e-02 5.13265537288986e-02 5.58662192832666e-02 6.02959957244264e-02 6.46153960145240e-02 6.88239432950323e-02 7.29211710883206e-02 7.69066234950115e-02 8.07798553870322e-02 8.45404325962665e-02 8.81879320987171e-02 9.17219421940878e-02 9.51420626807002e-02 9.84479050256574e-02 1.01639092530173e-01 1.04715260489982e-01 1.07676056350760e-01 1.10521139858465e-01 1.13250183204531e-01 1.15862871165852e-01 1.18358901239461e-01 1.20737983771869e-01 1.22999842082966e-01 1.25144212584454e-01 1.27170844892720e-01 1.29079501936125e-01 1.30869960056622e-01 1.32542009105682e-01 1.34095452534452e-01 1.35530107478122e-01 1.36845804834443e-01 1.38042389336359e-01 1.39119719618724e-01 1.40077668279059e-01 1.40916121932319e-01 1.41634981259657e-01 1.42234161051135e-01 1.42713590242384e-01 1.43073211945176e-01 1.43312983471904e-01 1.43432876353954e-01 1.43432876353954e-01 1.43312983471904e-01 1.43073211945176e-01 1.42713590242384e-01 1.42234161051135e-01 1.41634981259657e-01 1.40916121932319e-01 1.40077668279059e-01 1.39119719618724e-01 1.38042389336359e-01 1.36845804834443e-01 1.35530107478122e-01 1.34095452534452e-01 1.32542009105682e-01 1.30869960056622e-01 1.29079501936125e-01 1.27170844892720e-01 1.25144212584454e-01 1.22999842082966e-01 1.20737983771869e-01 1.18358901239461e-01 1.15862871165852e-01 1.13250183204531e-01 1.10521139858465e-01 1.07676056350760e-01 1.04715260489982e-01 1.01639092530173e-01 9.84479050256574e-02 9.51420626807002e-02 9.17219421940878e-02 8.81879320987170e-02 8.45404325962665e-02 8.07798553870321e-02 7.69066234950115e-02 7.29211710883206e-02 6.88239432950323e-02 6.46153960145239e-02 6.02959957244263e-02 5.58662192832666e-02 5.13265537288985e-02 4.66774960728179e-02 4.19195530904587e-02 3.70532411075704e-02 3.20790857827758e-02 2.69976218864114e-02 2.18093930757524e-02 1.65149516667272e-02 1.11148584022251e-02 5.60968221710319e-03 0.00000000000000e+00 
1.45249826285282e+00 2.00630253055996e-19 8.40866959558448e-03 1.66678888103780e-02 2.47764182955489e-02 3.27330314898368e-02 4.05365153547611e-02 4.81856711028554e-02 5.56793149184672e-02 6.30162786706619e-02 7.01954106177703e-02 7.72155761031212e-02 8.40756582415010e-02 9.07745585958856e-02 9.73111978439928e-02 1.03684516434206e-01 1.09893475230422e-01 1.15937056145389e-01 1.21814262762091e-01 1.27524120942749e-01 1.33065679425025e-01 1.38438010404999e-01 1.43640210106508e-01 1.48671399336457e-01 1.53530724025688e-01 1.58217355755036e-01 1.62730492266176e-01 1.67069357956911e-01 1.71233204360529e-01 1.75221310608876e-01 1.79032983878821e-01 1.82667559821771e-01 1.86124402975923e-01 1.89402907160954e-01 1.92502495854845e-01 1.95422622552569e-01 1.98162771106371e-01 2.00722456047380e-01 2.03101222888318e-01 2.05298648407083e-01 2.07314340910976e-01 2.09147940481389e-01 2.10799119198759e-01 2.12267581347620e-01 2.13553063601602e-01 2.14655335188223e-01 2.15574198033371e-01 2.16309486885334e-01 2.16861069418323e-01 2.17228846315370e-01 2.17412751330562e-01 2.17412751330562e-01 2.17228846315370e-01 2.16861069418323e-01 2.16309486885334e-01 2.15574198033370e-01 2.14655335188223e-01 2.13553063601602e-01 2.12267581347620e-01 2.10799119198759e-01 2.09147940481389e-01 2.07314340910976e-01 2.05298648407083e-01 2.03101222888318e-01 2.00722456047380e-01 1.98162771106371e-01 1.95422622552569e-01 1.92502495854845e-01 1.89402907160954e-01 1.86124402975923e-01 1.82667559821771e-01 1.79032983878821e-01 1.75221310608876e-01 1.71233204360529e-01 1.67069357956911e-01 1.62730492266176e-01 1.58217355755036e-01 1.53530724025688e-01 1.48671399336457e-01 1.43640210106508e-01 1.38438010404998e-01 1.33065679425025e-01 1.27524120942749e-01 1.21814262762091e-01 1.15937056145389e-01 1.09893475230422e-01 1.03684516434206e-01 9.73111978439927e-02 9.07745585958855e-02 8.40756582415009e-02 7.72155761031211e-02 7.01954106177702e-02 6.30162786706618e-02 5.56793149184672e-02 4.81856711028554e-02 4.05365153547611e-02 3.27330314898368e-02 2.47764182955489e-02 1.66678888103780e-02 8.40866959558447e-03 0.00000000000000e+00 
1.98508676309079e+00 -5.58067568329816e-18 1.23432804932736e-02 2.44815063565346e-02 3.64121738831432e-02 4.81327931420473e-02 5.96408900300388e-02 7.09340083158430e-02 8.20097116743296e-02 9.28655857091157e-02 1.03499239961815e-01 1.13908309906174e-01 1.24090458925321e-01 1.34043380270355e-01 1.43764798998485e-01 1.53252473888941e-01 1.62504199334862e-01 1.71517807209388e-01 1.80291168704176e-01 1.88822196138573e-01 1.97108844737697e-01 2.05149114377686e-01 2.12941051296382e-01 2.20482749767777e-01 2.27772353738510e-01 2.34808058424793e-01 2.41588111868132e-01 2.48110816448247e-01 2.54374530351658e-01 2.60377668994385e-01 2.66118706397319e-01 2.71596176512796e-01 2.76808674501002e-01 2.81754857954846e-01 2.86433448072024e-01 2.90843230773000e-01 2.94983057763731e-01 2.98851847541994e-01 3.02448586346221e-01 3.05772329045836e-01 3.08822199972108e-01 3.11597393688648e-01 3.14097175700685e-01 3.16320883102364e-01 3.18267925161357e-01 3.19937783840137e-01 3.21330014253362e-01 3.22444245060852e-01 3.23280178795732e-01 3.23837592127385e-01 3.24116336058915e-01 3.24116336058915e-01 3.23837592127385e-01 3.23280178795732e-01 3.22444245060852e-01 3.21330014253362e-01 3.19937783840137e-01 3.18267925161357e-01 3.16320883102364e-01 3.14097175700684e-01 3.11597393688647e-01 3.08822199972107e-01 3.05772329045835e-01 3.02448586346221e-01 2.98851847541993e-01 2.94983057763730e-01 2.90843230772999e-01 2.86433448072024e-01 2.81754857954846e-01 2.76808674501001e-01 2.71596176512796e-01 2.66118706397319e-01 2.60377668994385e-01 2.54374530351657e-01 2.48110816448247e-01 2.41588111868131e-01 2.34808058424793e-01 2.27772353738510e-01 2.20482749767777e-01 2.12941051296382e-01 2.05149114377685e-01 1.97108844737697e-01 1.88822196138573e-01 1.80291168704176e-01 1.71517807209388e-01 1.62504199334862e-01 1.53252473888941e-01 1.43764798998485e-01 1.34043380270355e-01 1.24090458925321e-01 1.13908309906174e-01 1.03499239961815e-01 9.28655857091155e-02 8.20097116743295e-02 7.09340083158429e-02 5.96408900300387e-02 4.81327931420472e-02 3.64121738831432e-02 2.44815063565346e-02 1.23432804932736e-02 0.00000000000000e+00 
2.59156217200491e+00 5.67812433211946e-18 1.78437667839065e-02 3.54183551338697e-02 5.27189943587696e-02 6.97409085371854e-02 8.64793217067252e-02 1.02929463072447e-01 1.19086572228985e-01 1.34945904390846e-01 1.50502735625181e-01 1.65752368081199e-01 1.80690135210295e-01 1.95311406970806e-01 2.09611595011253e-01 2.23586157825820e-01 2.37230605875743e-01 2.50540506670253e-01 2.63511489800637e-01 2.76139251920974e-01 2.88419561669081e-01 3.00348264521195e-01 3.11921287573943e-01 3.23134644247161e-01 3.33984438901185e-01 3.44466871362260e-01 3.54578241349831e-01 3.64314952799504e-01 3.73673518075615e-01 3.82650562067407e-01 3.91242826162996e-01 3.99447172095378e-01 4.07260585654928e-01 4.14680180262986e-01 4.21703200401295e-01 4.28327024892246e-01 4.34549170025080e-01 4.40367292523409e-01 4.45779192349630e-01 4.50782815342032e-01 4.55376255680636e-01 4.59557758178055e-01 4.63325720391917e-01 4.66678694555634e-01 4.69615389324603e-01 4.72134671335172e-01 4.74235566573994e-01 4.75917261555675e-01 4.77179104306924e-01 4.78020605155685e-01 4.78441437324052e-01 4.78441437324052e-01 4.78020605155685e-01 4.77179104306924e-01 4.75917261555675e-01 4.74235566573994e-01 4.72134671335172e-01 4.69615389324603e-01 4.66678694555634e-01 4.63325720391917e-01 4.59557758178055e-01 4.55376255680636e-01 4.50782815342032e-01 4.45779192349630e-01 4.40367292523409e-01 4.34549170025080e-01 4.28327024892246e-01 4.21703200401296e-01 4.14680180262986e-01 4.07260585654928e-01 3.99447172095378e-01 3.91242826162996e-01 3.82650562067407e-01 3.73673518075615e-01 3.64314952799504e-01 3.54578241349831e-01 3.44466871362260e-01 3.33984438901185e-01 3.23134644247161e-01 3.11921287573943e-01 3.00348264521195e-01 2.88419561669081e-01 2.76139251920974e-01 2.63511489800637e-01 2.50540506670253e-01 2.37230605875743e-01 2.23586157825820e-01 2.09611595011253e-01 1.95311406970806e-01 1.80690135210295e-01 1.65752368081199e-01 1.50502735625181e-01 1.34945904390846e-01 1.19086572228985e-01 1.02929463072447e-01 8.64793217067253e-02 6.97409085371854e-02 5.27189943587696e-02 3.54183551338697e-02 1.78437667839065e-02 0.00000000000000e+00 
3.20441145541312e+00 -9.76083610619700e-22 2.54593677423052e-02 5.05833583061302e-02 7.53634455313526e-02 9.97910184542085e-02 1.23857393063637e-01 1.47553824224252e-01 1.70871517752113e-01 1.93801642628620e-01 2.16335343337035e-01 2.38463752305363e-01 2.60178002438577e-01 2.81469239722502e-01 3.02328635881004e-01 3.22747401067577e-01 3.42716796571833e-01 3.62228147520961e-01 3.81272855555766e-01 3.99842411460533e-01 4.17928407725661e-01 4.35522551021747e-01 4.52616674563631e-01 4.69202750342757e-01 4.85272901206184e-01 5.00819412760533e-01 5.15834745079266e-01 5.30311544191779e-01 5.44242653333004e-01 5.57621123932455e-01 5.70440226321967e-01 5.82693460141743e-01 5.94374564424761e-01 6.05477527340063e-01 6.15996595576019e-01 6.25926283345206e-01 6.35261380993252e-01 6.43996963194630e-01 6.52128396719165e-01 6.59651347753810e-01 6.66561788765048e-01 6.72856004888195e-01 6.78530599830726e-01 6.83582501277773e-01 6.88008965788829e-01 6.91807583175787e-01 6.94976280353403e-01 6.97513324654382e-01 6.99417326602332e-01 7.00687242136949e-01 7.01322374286880e-01 7.01322374286880e-01 7.00687242136949e-01 6.99417326602332e-01 6.97513324654381e-01 6.94976280353403e-01 6.91807583175787e-01 6.88008965788829e-01 6.83582501277772e-01 6.78530599830726e-01 6.72856004888194e-01 6.66561788765048e-01 6.59651347753809e-01 6.52128396719165e-01 6.43996963194630e-01 6.35261380993252e-01 6.25926283345205e-01 6.15996595576018e-01 6.05477527340063e-01 5.94374564424760e-01 5.82693460141743e-01 5.70440226321966e-01 5.57621123932454e-01 5.44242653333003e-01 5.30311544191778e-01 5.15834745079265e-01 5.00819412760532e-01 4.85272901206183e-01 4.69202750342757e-01 4.52616674563630e-01 4.35522551021747e-01 4.17928407725660e-01 3.99842411460533e-01 3.81272855555766e-01 3.62228147520961e-01 3.42716796571832e-01 3.22747401067576e-01 3.02328635881004e-01 2.81469239722501e-01 2.60178002438577e-01 2.38463752305362e-01 2.16335343337034e-01 1.93801642628619e-01 1.70871517752113e-01 1.47553824224252e-01 1.23857393063637e-01 9.97910184542083e-02 7.53634455313525e-02 5.05833583061302e-02 2.54593677423051e-02 0.00000000000000e+00 
